,climate,Code,daytime,Tmax,Tmin,Rhmean,u2,GAMA,Rn,G,es
13423,Csa,40776,8/1/2015,35.95,11.53,21.6,1.17,0.06,10.93,-0.35,3.64
13424,Csa,40776,9/1/2015,30.98,9.57,29.9,1.11,0.06,7.13,-0.56,2.84
13425,Csa,40776,10/1/2015,24.66,6.92,41.3,1.0,0.06,3.17,-0.87,2.05
13426,Csa,40776,11/1/2015,15.07,0.75,52.0,0.77,0.06,0.28,-0.87,1.18
13427,Csa,40776,12/1/2015,9.63,-3.03,63.0,1.1,0.05,-0.67,-0.31,0.84
13428,Csa,40776,1/1/2016,9.3,-2.43,45.3,1.31,0.05,-0.24,0.18,0.84
13429,Csa,40776,2/1/2016,13.61,-1.95,38.3,1.65,0.06,1.88,0.33,1.04
13430,Csa,40776,3/1/2016,15.63,0.74,37.6,1.89,0.06,5.59,0.36,1.21
13431,Csa,40776,4/1/2016,19.16,2.74,39.5,0.99,0.06,9.4,0.6,1.48
13432,Csa,40776,5/1/2016,26.26,7.25,27.8,1.25,0.06,12.29,0.68,2.22
13433,Csa,40776,6/1/2016,31.25,10.01,20.0,1.51,0.06,13.74,0.51,2.89
13434,Csa,40776,7/1/2016,35.83,12.25,22.7,1.28,0.06,13.54,0.28,3.66
13435,Csa,40776,8/1/2016,35.57,13.82,20.8,1.36,0.06,10.61,-0.36,3.69
13436,Csa,40776,9/1/2016,30.99,6.76,22.2,0.91,0.06,7.03,-0.72,2.74
13437,Csa,40776,10/1/2016,25.26,3.66,30.4,1.28,0.06,2.83,-0.75,2.01
13438,Csa,40776,11/1/2016,17.26,-0.9,43.3,1.02,0.06,-0.03,-0.64,1.27
13439,Csa,40776,12/1/2016,11.22,-0.46,53.3,1.29,0.06,-0.61,-0.36,0.96
13632,Csa,40779,1/1/2001,9.21,-4.96,60.7,1.59,0.06,0.3,-0.31,0.79
13633,Csa,40779,2/1/2001,10.3,-3.06,52.6,2.11,0.06,2.64,0.55,0.87
13634,Csa,40779,3/1/2001,17.95,1.98,40.2,2.42,0.06,6.16,0.69,1.38
13635,Csa,40779,4/1/2001,22.4,4.47,30.1,2.61,0.06,9.55,0.48,1.78
13636,Csa,40779,5/1/2001,27.07,6.52,29.3,2.9,0.06,12.73,0.63,2.28
13637,Csa,40779,6/1/2001,33.43,11.41,24.1,2.95,0.06,14.81,0.65,3.25
13638,Csa,40779,7/1/2001,36.43,15.68,24.0,2.14,0.06,13.8,0.27,3.93
13639,Csa,40779,8/1/2001,37.28,15.41,21.2,2.45,0.06,11.23,-0.32,4.06
13640,Csa,40779,9/1/2001,32.07,10.92,27.3,1.91,0.06,7.62,-0.72,3.04
13641,Csa,40779,10/1/2001,25.6,6.53,33.2,1.59,0.06,3.4,-0.88,2.13
13642,Csa,40779,11/1/2001,17.13,0.73,45.4,1.15,0.06,0.6,-0.66,1.3
13643,Csa,40779,12/1/2001,12.16,1.1,67.4,1.15,0.06,0.04,-0.48,1.04
13644,Csa,40779,1/1/2002,7.15,-3.05,65.2,1.45,0.06,0.68,-0.16,0.75
13645,Csa,40779,2/1/2002,11.51,-2.83,44.7,1.84,0.06,2.51,0.47,0.93
13646,Csa,40779,3/1/2002,16.95,0.59,38.0,2.48,0.06,6.09,0.49,1.28
13647,Csa,40779,4/1/2002,17.56,5.15,44.7,2.06,0.06,8.43,0.45,1.44
13648,Csa,40779,5/1/2002,25.27,5.12,30.9,2.19,0.06,13.06,0.67,2.05
13649,Csa,40779,6/1/2002,32.22,9.69,20.6,2.15,0.06,14.24,0.73,3.01
13650,Csa,40779,7/1/2002,36.14,15.15,20.3,2.18,0.06,13.55,0.24,3.85
13651,Csa,40779,8/1/2002,35.76,12.91,18.9,1.81,0.06,11.13,-0.29,3.68
13652,Csa,40779,9/1/2002,33.08,9.91,18.3,1.47,0.06,7.06,-0.5,3.14
13653,Csa,40779,10/1/2002,27.05,7.44,26.8,1.14,0.06,3.06,-0.89,2.3
13654,Csa,40779,11/1/2002,15.82,1.85,55.8,0.82,0.06,0.88,-0.99,1.25
13655,Csa,40779,12/1/2002,8.01,-1.93,60.2,1.23,0.06,0.24,-0.4,0.8
13656,Csa,40779,1/1/2003,9.32,-3.06,58.7,1.1,0.06,0.53,0.04,0.83
13657,Csa,40779,2/1/2003,9.49,-2.21,49.5,2.04,0.06,2.57,0.23,0.85
13658,Csa,40779,3/1/2003,13.3,-0.36,46.7,3.19,0.06,5.81,0.62,1.06
13659,Csa,40779,4/1/2003,20.49,4.62,46.8,2.61,0.06,8.93,0.75,1.63
13660,Csa,40779,5/1/2003,27.24,7.06,33.6,2.46,0.06,12.49,0.65,2.31
13661,Csa,40779,6/1/2003,32.97,10.77,24.3,2.98,0.06,14.02,0.56,3.16
13662,Csa,40779,7/1/2003,36.3,14.06,19.7,3.12,0.06,13.53,0.29,3.82
13663,Csa,40779,8/1/2003,37.47,14.47,19.6,2.95,0.06,11.17,-0.32,4.04
13664,Csa,40779,9/1/2003,32.28,8.99,21.9,2.73,0.06,7.4,-0.61,2.99
13665,Csa,40779,10/1/2003,26.96,7.43,26.5,2.3,0.06,3.05,-0.83,2.3
13666,Csa,40779,11/1/2003,16.23,1.41,40.7,1.84,0.06,0.61,-0.91,1.26
13667,Csa,40779,12/1/2003,9.63,-1.21,61.3,1.3,0.06,-0.03,-0.29,0.88
13668,Csa,40779,1/1/2004,10.03,-0.62,60.5,1.79,0.06,0.62,0.02,0.91
13669,Csa,40779,2/1/2004,11.59,-2.61,41.0,2.94,0.06,2.44,0.38,0.93
13670,Csa,40779,3/1/2004,19.28,1.12,37.4,2.59,0.06,6.06,0.51,1.45
13671,Csa,40779,4/1/2004,19.45,4.05,47.4,3.36,0.06,9.27,0.42,1.54
13672,Csa,40779,5/1/2004,24.88,7.58,36.7,1.94,0.06,12.25,0.73,2.09
13673,Csa,40779,6/1/2004,33.05,11.34,22.7,2.3,0.06,14.32,0.63,3.19
13674,Csa,40779,7/1/2004,36.59,13.99,23.6,2.3,0.06,13.52,0.17,3.87
13675,Csa,40779,8/1/2004,35.9,13.32,20.6,2.73,0.06,11.23,-0.29,3.72
13676,Csa,40779,9/1/2004,33.03,9.33,23.9,2.05,0.06,7.53,-0.52,3.11
13677,Csa,40779,10/1/2004,27.13,7.29,29.9,1.69,0.06,3.24,-0.88,2.31
13678,Csa,40779,11/1/2004,14.49,2.87,50.7,1.25,0.06,0.9,-1.08,1.2
13679,Csa,40779,12/1/2004,7.86,-4.17,63.3,1.26,0.06,-0.16,-0.61,0.76
13680,Csa,40779,1/1/2005,5.73,-5.8,64.5,1.51,0.06,0.58,-0.08,0.66
13681,Csa,40779,2/1/2005,6.76,-5.3,53.0,1.26,0.06,2.66,0.51,0.7
13682,Csa,40779,3/1/2005,14.21,0.26,43.0,2.01,0.06,6.06,0.9,1.12
13683,Csa,40779,4/1/2005,22.07,5.15,42.6,1.86,0.06,9.94,0.65,1.77
13684,Csa,40779,5/1/2005,25.85,7.3,35.1,1.9,0.06,12.4,0.56,2.18
13685,Csa,40779,6/1/2005,32.65,10.65,21.2,2.04,0.06,14.17,0.72,3.11
13686,Csa,40779,7/1/2005,37.63,16.1,21.9,2.25,0.06,13.26,0.3,4.16
13687,Csa,40779,8/1/2005,36.36,15.57,24.2,1.94,0.06,10.94,-0.44,3.92
13688,Csa,40779,9/1/2005,31.91,9.39,20.4,1.78,0.06,7.25,-0.75,2.96
13689,Csa,40779,10/1/2005,25.59,5.05,24.3,1.32,0.06,2.96,-0.84,2.08
13690,Csa,40779,11/1/2005,16.67,0.54,50.6,0.83,0.06,0.67,-0.57,1.27
13691,Csa,40779,12/1/2005,14.52,-0.25,50.8,1.41,0.06,-0.71,-0.56,1.13
13692,Csa,40779,1/1/2006,5.6,-4.41,65.0,1.78,0.06,0.69,-0.12,0.68
13693,Csa,40779,2/1/2006,10.94,0.03,53.6,2.02,0.06,2.61,0.58,0.96
13694,Csa,40779,3/1/2006,17.45,0.3,31.5,2.42,0.06,5.95,0.54,1.31
13695,Csa,40779,4/1/2006,20.41,5.93,39.2,2.14,0.06,8.95,0.64,1.66
13696,Csa,40779,5/1/2006,27.3,8.72,32.7,1.89,0.06,12.28,0.73,2.38
13697,Csa,40779,6/1/2006,35.05,12.03,16.4,2.57,0.06,13.89,0.58,3.52
13698,Csa,40779,7/1/2006,36.66,15.9,18.3,3.18,0.06,13.2,0.27,3.99
13699,Csa,40779,8/1/2006,38.05,16.67,16.6,2.23,0.06,10.14,-0.38,4.27
13700,Csa,40779,9/1/2006,32.39,9.44,20.4,2.02,0.06,7.19,-0.76,3.02
13701,Csa,40779,10/1/2006,23.91,8.98,40.8,1.66,0.06,3.44,-0.92,2.06
13702,Csa,40779,11/1/2006,14.15,1.37,57.4,1.28,0.06,0.93,-1.04,1.14
13703,Csa,40779,12/1/2006,7.29,-3.99,74.7,1.85,0.06,-0.02,-0.44,0.74
13704,Csa,40779,1/1/2007,7.57,-4.72,61.3,1.82,0.06,0.42,0.23,0.74
13705,Csa,40779,2/1/2007,10.58,-0.69,56.1,1.53,0.06,2.66,0.35,0.93
13706,Csa,40779,3/1/2007,13.42,-0.57,52.6,2.02,0.06,6.03,0.42,1.06
13707,Csa,40779,4/1/2007,17.89,4.05,44.5,2.14,0.06,8.82,0.86,1.43
13708,Csa,40779,5/1/2007,27.99,9.4,40.3,1.69,0.06,11.93,0.84,2.48
13709,Csa,40779,6/1/2007,34.06,11.83,28.7,2.85,0.06,14.61,0.49,3.36
13710,Csa,40779,7/1/2007,35.96,15.46,24.9,2.63,0.06,12.96,0.2,3.84
13711,Csa,40779,8/1/2007,36.78,14.91,18.7,2.86,0.06,10.65,-0.26,3.95
13712,Csa,40779,9/1/2007,33.8,10.21,18.0,2.26,0.06,7.05,-0.63,3.25
13713,Csa,40779,10/1/2007,26.83,6.83,31.1,2.0,0.06,3.28,-0.93,2.26
13714,Csa,40779,11/1/2007,18.58,-1.18,32.2,2.38,0.06,0.01,-0.94,1.35
13715,Csa,40779,12/1/2007,10.28,-3.45,54.7,2.13,0.06,-0.39,-0.84,0.86
13716,Csa,40779,1/1/2008,3.37,-10.08,73.1,1.84,0.06,0.77,-0.09,0.53
13717,Csa,40779,2/1/2008,9.22,-4.83,50.4,2.51,0.06,2.63,1.05,0.8
13718,Csa,40779,3/1/2008,21.23,2.18,27.3,3.18,0.06,5.63,0.89,1.62
13719,Csa,40779,4/1/2008,24.77,5.01,29.1,2.87,0.06,9.19,0.41,2.0
13720,Csa,40779,5/1/2008,27.31,7.74,24.1,3.11,0.06,12.06,0.58,2.34
13721,Csa,40779,6/1/2008,33.86,12.61,19.3,3.06,0.06,13.64,0.66,3.37
13722,Csa,40779,7/1/2008,37.24,16.57,16.6,2.78,0.06,12.06,0.25,4.12
13723,Csa,40779,8/1/2008,37.63,16.06,17.2,2.6,0.06,10.0,-0.34,4.16
13724,Csa,40779,9/1/2008,31.74,12.47,24.1,2.2,0.06,6.82,-0.74,3.07
13725,Csa,40779,10/1/2008,25.39,7.01,31.4,1.47,0.06,3.26,-0.95,2.12
13726,Csa,40779,11/1/2008,15.41,1.67,60.5,0.89,0.06,0.95,-0.85,1.22
13727,Csa,40779,12/1/2008,11.39,-3.28,51.4,1.38,0.06,-0.73,-0.51,0.91
13728,Csa,40779,1/1/2009,7.99,-5.54,55.9,1.46,0.06,0.3,0.1,0.74
13729,Csa,40779,2/1/2009,12.16,-1.2,49.9,2.05,0.06,2.59,0.5,0.99
13730,Csa,40779,3/1/2009,15.66,1.05,33.4,2.46,0.06,5.52,0.38,1.22
13731,Csa,40779,4/1/2009,18.11,3.6,43.5,2.12,0.06,8.78,0.63,1.44
13732,Csa,40779,5/1/2009,26.94,7.81,33.6,1.91,0.06,11.26,0.83,2.31
13733,Csa,40779,6/1/2009,33.37,12.15,27.5,2.28,0.06,12.94,0.62,3.28
13734,Csa,40779,7/1/2009,36.67,15.88,16.1,2.77,0.06,11.87,0.15,3.98
13735,Csa,40779,8/1/2009,36.12,13.81,15.9,3.11,0.06,10.59,-0.46,3.78
13736,Csa,40779,9/1/2009,30.0,9.47,28.0,2.34,0.06,7.58,-0.67,2.72
13737,Csa,40779,10/1/2009,25.0,5.82,35.1,1.63,0.06,3.38,-0.77,2.05
13738,Csa,40779,11/1/2009,15.18,2.33,56.7,1.42,0.06,1.02,-0.67,1.22
13739,Csa,40779,12/1/2009,11.29,0.45,66.2,1.16,0.06,0.12,-0.2,0.99
13740,Csa,40779,1/1/2010,12.78,-0.95,47.2,1.88,0.06,0.14,-0.02,1.02
13741,Csa,40779,2/1/2010,11.98,-0.72,52.5,1.64,0.06,2.61,0.32,0.99
13742,Csa,40779,3/1/2010,17.94,2.98,41.5,2.19,0.06,5.5,0.49,1.41
13743,Csa,40779,4/1/2010,20.68,4.63,41.0,2.36,0.06,9.21,0.49,1.64
13744,Csa,40779,5/1/2010,26.65,8.26,33.7,1.98,0.06,11.58,0.77,2.29
13745,Csa,40779,6/1/2010,35.03,12.19,21.6,2.45,0.06,13.63,0.7,3.53
13746,Csa,40779,7/1/2010,38.69,16.21,14.3,2.76,0.06,12.75,0.21,4.36
13747,Csa,40779,8/1/2010,37.38,15.91,21.1,2.01,0.06,10.58,-0.26,4.11
13748,Csa,40779,9/1/2010,34.96,12.54,20.5,2.17,0.06,7.11,-0.65,3.53
13749,Csa,40779,10/1/2010,27.77,7.06,23.0,2.12,0.06,2.87,-0.92,2.37
13750,Csa,40779,11/1/2010,20.55,0.59,39.8,1.04,0.06,0.16,-0.77,1.53
13751,Csa,40779,12/1/2010,15.25,-2.3,40.6,1.44,0.06,-0.97,-0.61,1.12
13752,Csa,40779,1/1/2011,7.12,-3.42,65.5,1.74,0.06,0.65,-0.25,0.74
13753,Csa,40779,2/1/2011,9.44,-3.61,47.1,1.64,0.06,2.56,0.38,0.83
13754,Csa,40779,3/1/2011,15.16,-0.53,47.7,2.35,0.06,6.28,0.68,1.16
13755,Csa,40779,4/1/2011,20.12,5.02,34.8,2.77,0.06,8.93,0.65,1.62
13756,Csa,40779,5/1/2011,25.03,8.3,31.8,2.16,0.06,11.91,0.74,2.13
13757,Csa,40779,6/1/2011,33.96,12.32,18.2,2.66,0.06,13.55,0.72,3.37
13758,Csa,40779,7/1/2011,37.92,15.94,15.5,2.75,0.06,12.63,0.21,4.2
13759,Csa,40779,8/1/2011,36.91,15.48,20.6,2.77,0.06,11.1,-0.38,4.0
13760,Csa,40779,9/1/2011,32.27,10.78,19.1,2.81,0.06,7.05,-0.8,3.06
13761,Csa,40779,10/1/2011,24.13,5.5,25.9,2.21,0.06,3.02,-1.03,1.96
13762,Csa,40779,11/1/2011,13.36,0.27,62.4,1.4,0.06,0.88,-0.77,1.08
13763,Csa,40779,12/1/2011,12.75,-5.19,46.3,1.5,0.06,-0.9,-0.34,0.94
13764,Csa,40779,1/1/2012,8.35,-4.35,39.6,1.75,0.06,0.14,-0.07,0.77
13765,Csa,40779,2/1/2012,8.86,-3.24,46.9,2.11,0.06,2.55,0.18,0.81
13766,Csa,40779,3/1/2012,11.86,-2.61,27.6,2.72,0.06,5.74,0.74,0.95
13767,Csa,40779,4/1/2012,21.66,5.03,45.4,2.32,0.06,9.83,1.01,1.73
13768,Csa,40779,5/1/2012,28.66,9.4,23.2,2.92,0.06,11.63,0.76,2.56
13769,Csa,40779,6/1/2012,34.34,13.99,18.2,2.87,0.06,13.29,0.53,3.51
13770,Csa,40779,7/1/2012,37.05,16.17,18.5,2.9,0.06,12.98,0.18,4.07
13771,Csa,40779,8/1/2012,37.54,15.95,17.6,3.04,0.06,10.71,-0.32,4.14
13772,Csa,40779,9/1/2012,32.88,11.33,25.7,2.45,0.06,7.68,-0.67,3.17
13773,Csa,40779,10/1/2012,26.07,8.38,36.7,2.04,0.06,3.5,-0.83,2.24
13774,Csa,40779,11/1/2012,16.46,4.17,62.0,1.33,0.06,1.17,-0.84,1.35
13775,Csa,40779,12/1/2012,11.04,-0.54,63.6,1.53,0.06,-0.04,-0.5,0.95
13776,Csa,40779,1/1/2013,9.55,-3.3,44.5,1.89,0.06,0.2,0.06,0.84
13777,Csa,40779,2/1/2013,13.58,-1.45,38.5,1.94,0.06,2.35,0.42,1.05
13778,Csa,40779,3/1/2013,17.45,0.84,33.1,2.66,0.06,5.84,0.47,1.32
13779,Csa,40779,4/1/2013,21.81,3.78,39.3,2.36,0.06,9.49,0.52,1.71
13780,Csa,40779,5/1/2013,24.04,8.99,35.8,2.51,0.06,11.3,0.71,2.07
13781,Csa,40779,6/1/2013,33.13,12.68,18.0,3.07,0.06,13.15,0.68,3.27
13782,Csa,40779,7/1/2013,37.73,14.84,15.8,2.8,0.06,12.87,0.17,4.11
13783,Csa,40779,8/1/2013,36.58,14.16,17.6,2.52,0.06,10.8,-0.41,3.88
13784,Csa,40779,9/1/2013,31.72,9.25,15.7,2.52,0.06,6.85,-0.78,2.92
13785,Csa,40779,10/1/2013,25.2,3.35,28.1,2.09,0.06,3.22,-0.73,1.99
13786,Csa,40779,11/1/2013,15.34,4.65,56.7,1.36,0.06,1.18,-0.75,1.3
13787,Csa,40779,12/1/2013,9.58,-2.5,50.5,1.34,0.06,-0.29,-0.47,0.85
13788,Csa,40779,1/1/2014,9.05,-2.37,67.5,1.15,0.06,0.68,-0.01,0.83
13789,Csa,40779,2/1/2014,10.84,-3.92,56.5,1.61,0.06,2.75,0.38,0.88
13790,Csa,40779,3/1/2014,15.54,1.9,44.9,2.12,0.06,5.97,0.67,1.23
13791,Csa,40779,4/1/2014,21.48,4.65,39.9,2.14,0.06,9.5,0.65,1.71
13792,Csa,40779,5/1/2014,27.7,8.22,35.8,2.09,0.06,12.36,0.71,2.4
13793,Csa,40779,6/1/2014,33.73,12.64,19.2,2.86,0.06,13.15,0.62,3.35
13794,Csa,40779,7/1/2014,37.55,16.19,16.8,2.75,0.06,12.65,0.24,4.15
13795,Csa,40779,8/1/2014,37.87,15.25,17.7,2.23,0.06,10.68,-0.35,4.16
13796,Csa,40779,9/1/2014,32.38,11.33,18.1,2.32,0.06,7.03,-0.79,3.1
13797,Csa,40779,10/1/2014,23.54,7.05,37.6,1.79,0.06,3.44,-0.96,1.95
13798,Csa,40779,11/1/2014,14.77,1.57,52.6,1.71,0.06,0.85,-0.66,1.18
13799,Csa,40779,12/1/2014,12.26,-0.44,58.7,1.24,0.06,-0.09,-0.29,1.01
13800,Csa,40779,1/1/2015,11.28,-3.35,51.4,1.81,0.06,0.26,0.01,0.91
13801,Csa,40779,2/1/2015,12.91,-0.91,48.5,2.39,0.06,2.57,0.31,1.03
13802,Csa,40779,3/1/2015,15.67,1.1,43.6,2.39,0.06,6.17,0.47,1.22
13803,Csa,40779,4/1/2015,22.43,3.13,28.9,2.55,0.06,10.11,0.76,1.74
13804,Csa,40779,5/1/2015,29.44,9.18,29.4,2.87,0.06,12.01,0.82,2.64
13805,Csa,40779,6/1/2015,35.04,13.93,17.5,3.08,0.06,13.4,0.62,3.61
13806,Csa,40779,7/1/2015,38.33,17.95,20.0,2.62,0.06,12.49,0.19,4.4
13807,Csa,40779,8/1/2015,38.36,15.91,16.6,2.56,0.06,10.48,-0.34,4.28
13808,Csa,40779,9/1/2015,33.75,12.87,27.1,1.91,0.06,7.26,-0.69,3.37
13809,Csa,40779,10/1/2015,25.43,9.18,39.0,2.0,0.06,3.5,-1.02,2.21
13810,Csa,40779,11/1/2015,15.09,2.33,54.0,1.35,0.06,0.76,-0.96,1.22
13811,Csa,40779,12/1/2015,9.15,-2.03,64.5,1.52,0.06,-0.11,-0.36,0.84
13812,Csa,40779,1/1/2016,8.96,-1.85,48.7,1.74,0.06,0.37,0.21,0.84
13813,Csa,40779,2/1/2016,13.31,-0.09,42.0,2.32,0.06,2.43,0.37,1.07
13814,Csa,40779,3/1/2016,15.43,2.39,35.0,2.43,0.06,5.71,0.43,1.24
13815,Csa,40779,4/1/2016,20.85,4.51,41.3,2.17,0.06,9.69,0.6,1.65
13816,Csa,40779,5/1/2016,26.2,8.66,29.6,2.27,0.06,11.93,0.68,2.26
13817,Csa,40779,6/1/2016,32.74,12.05,17.0,2.49,0.06,12.9,0.65,3.18
13818,Csa,40779,7/1/2016,37.69,15.81,17.6,2.74,0.06,12.86,0.35,4.16
13819,Csa,40779,8/1/2016,38.21,16.66,16.8,2.58,0.06,10.25,-0.39,4.3
13820,Csa,40779,9/1/2016,32.35,10.05,18.8,2.86,0.06,7.15,-0.78,3.04
13821,Csa,40779,10/1/2016,26.43,6.26,30.1,2.09,0.06,3.28,-0.89,2.2
13822,Csa,40779,11/1/2016,18.06,-1.1,44.4,2.23,0.06,0.47,-0.82,1.32
13823,Csa,40779,12/1/2016,10.51,-1.22,60.3,1.98,0.06,-0.14,-0.19,0.91
13824,Csa,40780,1/1/2001,10.7,0.74,57.9,1.45,0.06,0.06,0.11,0.97
13825,Csa,40780,2/1/2001,11.36,1.19,44.9,2.26,0.06,2.48,0.47,1.01
13826,Csa,40780,3/1/2001,17.88,7.06,35.5,2.03,0.06,5.96,0.7,1.53
13827,Csa,40780,4/1/2001,21.87,10.58,20.9,2.09,0.06,9.16,0.61,1.95
13828,Csa,40780,5/1/2001,27.37,15.0,21.5,2.86,0.06,11.83,0.74,2.68
13829,Csa,40780,6/1/2001,33.35,20.18,18.7,2.83,0.06,13.99,0.59,3.75
13830,Csa,40780,7/1/2001,35.89,23.47,21.6,2.05,0.06,13.49,0.28,4.4
13831,Csa,40780,8/1/2001,37.19,24.46,15.9,2.24,0.06,10.5,-0.27,4.7
13832,Csa,40780,9/1/2001,32.0,19.77,19.1,2.08,0.06,6.93,-0.76,3.53
13833,Csa,40780,10/1/2001,25.65,14.35,30.2,1.73,0.06,3.2,-0.98,2.46
13834,Csa,40780,11/1/2001,17.39,6.51,35.2,1.55,0.06,0.17,-0.76,1.48
13835,Csa,40780,12/1/2001,13.06,5.18,61.8,1.61,0.06,-0.19,-0.53,1.19
13836,Csa,40780,1/1/2002,8.08,0.66,55.6,1.24,0.06,0.46,-0.11,0.86
13837,Csa,40780,2/1/2002,12.16,2.86,35.6,1.94,0.06,2.24,0.5,1.08
13838,Csa,40780,3/1/2002,16.56,6.57,30.1,2.2,0.06,5.78,0.44,1.43
13839,Csa,40780,4/1/2002,18.09,9.56,46.5,1.83,0.06,8.67,0.63,1.63
13840,Csa,40780,5/1/2002,26.33,14.73,27.9,1.96,0.06,12.7,0.88,2.55
13841,Csa,40780,6/1/2002,32.29,20.5,19.6,2.71,0.06,13.99,0.62,3.62
13842,Csa,40780,7/1/2002,35.4,23.25,20.0,1.96,0.06,13.48,0.16,4.3
13843,Csa,40780,8/1/2002,35.12,22.25,17.8,2.31,0.06,10.78,-0.21,4.17
13844,Csa,40780,9/1/2002,32.81,19.85,14.5,1.85,0.06,6.44,-0.51,3.65
13845,Csa,40780,10/1/2002,26.69,16.01,22.0,1.33,0.06,2.69,-0.99,2.66
13846,Csa,40780,11/1/2002,16.51,7.97,54.8,1.4,0.06,0.8,-1.02,1.48
13847,Csa,40780,12/1/2002,8.95,4.57,56.2,1.46,0.06,0.09,-0.41,1.0
13848,Csa,40780,1/1/2003,10.02,2.85,54.2,2.5,0.06,0.22,-0.03,0.99
13849,Csa,40780,2/1/2003,9.49,3.19,47.2,3.01,0.06,2.51,0.21,0.98
13850,Csa,40780,3/1/2003,13.24,5.49,39.7,3.66,0.06,5.8,0.69,1.21
13851,Csa,40780,4/1/2003,20.88,11.59,42.9,3.2,0.06,9.07,0.84,1.92
13852,Csa,40780,5/1/2003,27.12,15.61,26.1,2.77,0.06,11.94,0.7,2.68
13853,Csa,40780,6/1/2003,32.57,19.8,20.7,2.62,0.06,13.7,0.5,3.61
13854,Csa,40780,7/1/2003,35.08,21.91,17.8,2.75,0.06,13.47,0.28,4.14
13855,Csa,40780,8/1/2003,37.12,23.38,18.0,2.56,0.06,11.1,-0.24,4.6
13856,Csa,40780,9/1/2003,31.85,18.16,22.1,2.32,0.06,7.38,-0.65,3.4
13857,Csa,40780,10/1/2003,26.61,15.36,22.6,2.13,0.06,2.73,-0.89,2.62
13858,Csa,40780,11/1/2003,16.6,7.97,38.9,2.07,0.06,0.46,-0.95,1.48
13859,Csa,40780,12/1/2003,10.81,4.05,64.7,1.95,0.06,-0.09,-0.37,1.06
13860,Csa,40780,1/1/2004,10.02,4.01,65.1,2.05,0.06,0.57,0.0,1.02
13861,Csa,40780,2/1/2004,11.59,3.37,37.8,2.26,0.06,2.3,0.5,1.07
13862,Csa,40780,3/1/2004,19.32,8.96,41.4,2.03,0.06,6.34,0.5,1.69
13863,Csa,40780,4/1/2004,19.52,9.79,43.2,2.32,0.06,9.34,0.43,1.74
13864,Csa,40780,5/1/2004,25.6,14.84,32.2,2.25,0.06,12.35,0.83,2.49
13865,Csa,40780,6/1/2004,33.02,20.08,18.5,2.76,0.06,14.15,0.66,3.69
13866,Csa,40780,7/1/2004,36.18,23.1,22.7,2.25,0.06,13.51,0.15,4.41
13867,Csa,40780,8/1/2004,35.52,21.85,17.3,2.17,0.06,11.02,-0.25,4.2
13868,Csa,40780,9/1/2004,32.99,19.29,19.2,1.72,0.06,7.09,-0.5,3.63
13869,Csa,40780,10/1/2004,27.17,15.83,28.1,1.53,0.06,3.1,-1.0,2.7
13870,Csa,40780,11/1/2004,15.8,7.79,47.0,1.65,0.06,0.83,-1.08,1.43
13871,Csa,40780,12/1/2004,10.01,1.99,61.4,1.25,0.06,-0.3,-0.44,0.97
13872,Csa,40780,1/1/2005,9.17,1.82,58.6,1.69,0.06,0.4,-0.08,0.93
13873,Csa,40780,2/1/2005,8.89,0.91,61.5,1.31,0.06,2.75,0.33,0.9
13874,Csa,40780,3/1/2005,14.31,6.0,40.7,1.7,0.06,6.0,0.87,1.28
13875,Csa,40780,4/1/2005,22.44,12.19,36.1,1.86,0.06,9.9,0.76,2.07
13876,Csa,40780,5/1/2005,26.39,15.69,30.2,2.06,0.06,11.75,0.63,2.61
13877,Csa,40780,6/1/2005,32.61,19.99,22.1,2.47,0.06,14.17,0.65,3.63
13878,Csa,40780,7/1/2005,36.75,23.91,20.2,2.41,0.06,13.35,0.22,4.58
13879,Csa,40780,8/1/2005,35.52,23.28,22.3,2.01,0.06,10.67,-0.42,4.32
13880,Csa,40780,9/1/2005,31.39,17.31,21.1,1.79,0.06,7.21,-0.69,3.29
13881,Csa,40780,10/1/2005,25.55,13.53,26.5,1.62,0.06,2.98,-0.85,2.41
13882,Csa,40780,11/1/2005,17.34,7.15,52.8,1.2,0.06,0.7,-0.61,1.5
13883,Csa,40780,12/1/2005,15.5,6.24,48.4,1.3,0.06,-0.77,-0.52,1.36
13884,Csa,40780,1/1/2006,7.94,1.81,62.0,1.36,0.06,0.57,-0.21,0.88
13885,Csa,40780,2/1/2006,11.55,4.29,47.6,1.67,0.06,2.52,0.5,1.1
13886,Csa,40780,3/1/2006,17.39,6.74,36.7,2.21,0.06,6.02,0.57,1.49
13887,Csa,40780,4/1/2006,20.83,11.34,35.8,2.34,0.06,9.07,0.68,1.9
13888,Csa,40780,5/1/2006,27.77,15.73,33.5,1.62,0.06,12.36,0.86,2.76
13889,Csa,40780,6/1/2006,35.39,21.43,15.3,2.35,0.06,13.38,0.55,4.15
13890,Csa,40780,7/1/2006,35.9,23.27,18.5,2.39,0.06,13.4,0.17,4.38
13891,Csa,40780,8/1/2006,37.13,24.67,14.6,1.89,0.06,9.9,-0.32,4.71
13892,Csa,40780,9/1/2006,31.91,18.11,19.9,1.83,0.06,7.12,-0.76,3.41
13893,Csa,40780,10/1/2006,24.39,15.74,35.2,1.98,0.06,3.25,-1.0,2.42
13894,Csa,40780,11/1/2006,14.81,6.58,45.9,1.01,0.06,0.57,-1.07,1.33
