,climate,Code,daytime,Tmax,Tmin,Rhmean,u2,GAMA,Rn,G,es
8635,Dsa,40747,8/1/2016,38.78,18.26,15.0,1.55,0.06,10.07,-0.49,4.51
8636,Dsa,40747,9/1/2016,32.45,10.24,21.1,1.52,0.06,7.2,-0.88,3.06
8637,Dsa,40747,10/1/2016,26.09,5.93,24.2,1.32,0.06,2.79,-0.92,2.16
8638,Dsa,40747,11/1/2016,16.65,-0.13,41.0,1.65,0.06,0.1,-0.82,1.25
8639,Dsa,40747,12/1/2016,10.23,-1.53,68.7,1.63,0.06,-0.3,-0.78,0.9
8832,Dsa,40749,1/1/2001,-0.0,-8.86,61.0,2.12,0.05,0.53,-0.37,0.46
8833,Dsa,40749,2/1/2001,1.0,-9.24,58.1,3.37,0.05,2.81,0.61,0.48
8834,Dsa,40749,3/1/2001,9.68,-0.99,47.0,3.65,0.05,6.36,0.91,0.89
8835,Dsa,40749,4/1/2001,15.5,2.35,31.9,3.93,0.05,9.62,0.52,1.24
8836,Dsa,40749,5/1/2001,19.26,4.19,32.2,3.78,0.05,13.07,0.61,1.53
8837,Dsa,40749,6/1/2001,26.2,8.97,27.4,3.23,0.05,15.18,0.62,2.27
8838,Dsa,40749,7/1/2001,28.57,12.61,23.6,2.51,0.05,13.56,0.27,2.68
8839,Dsa,40749,8/1/2001,30.01,12.97,21.0,3.22,0.05,11.24,-0.29,2.87
8840,Dsa,40749,9/1/2001,24.36,8.58,25.2,3.38,0.05,7.44,-0.8,2.08
8841,Dsa,40749,10/1/2001,16.35,3.74,38.1,3.84,0.05,3.5,-0.94,1.33
8842,Dsa,40749,11/1/2001,8.25,-2.27,50.6,2.94,0.05,0.8,-0.81,0.8
8843,Dsa,40749,12/1/2001,2.57,-5.62,72.3,2.6,0.05,0.22,-0.6,0.57
8844,Dsa,40749,1/1/2002,-0.35,-10.7,64.3,2.91,0.05,0.59,-0.03,0.43
8845,Dsa,40749,2/1/2002,2.9,-6.81,55.9,4.02,0.05,2.79,0.62,0.56
8846,Dsa,40749,3/1/2002,8.9,-2.24,44.2,4.27,0.05,6.23,0.59,0.83
8847,Dsa,40749,4/1/2002,11.29,1.53,53.2,5.3,0.05,8.94,0.56,1.01
8848,Dsa,40749,5/1/2002,18.45,4.19,34.3,4.21,0.05,13.37,0.68,1.47
8849,Dsa,40749,6/1/2002,24.33,7.86,25.7,4.42,0.05,14.87,0.65,2.05
8850,Dsa,40749,7/1/2002,28.4,12.77,28.4,3.65,0.05,13.96,0.28,2.67
8851,Dsa,40749,8/1/2002,29.37,10.75,26.3,3.41,0.05,11.99,-0.23,2.69
8852,Dsa,40749,9/1/2002,26.71,7.76,25.5,3.63,0.05,7.71,-0.5,2.28
8853,Dsa,40749,10/1/2002,19.91,5.86,36.8,3.87,0.05,3.43,-0.93,1.63
8854,Dsa,40749,11/1/2002,8.78,-0.89,62.6,2.56,0.05,1.0,-1.24,0.85
8855,Dsa,40749,12/1/2002,-1.19,-8.47,68.8,3.17,0.05,0.34,-0.55,0.44
8856,Dsa,40749,1/1/2003,0.37,-8.23,66.0,2.53,0.05,0.68,-0.01,0.48
8857,Dsa,40749,2/1/2003,-0.41,-9.47,58.7,3.23,0.05,2.82,0.14,0.45
8858,Dsa,40749,3/1/2003,2.54,-6.29,52.4,4.01,0.05,6.05,0.86,0.56
8859,Dsa,40749,4/1/2003,13.06,1.71,50.2,4.65,0.05,9.33,0.93,1.1
8860,Dsa,40749,5/1/2003,18.41,4.52,36.4,3.41,0.05,12.85,0.63,1.48
8861,Dsa,40749,6/1/2003,24.41,8.37,28.9,3.06,0.05,14.46,0.68,2.08
8862,Dsa,40749,7/1/2003,29.66,12.83,21.6,3.06,0.05,13.79,0.34,2.82
8863,Dsa,40749,8/1/2003,29.83,12.54,24.9,2.7,0.05,11.66,-0.36,2.83
8864,Dsa,40749,9/1/2003,24.72,7.61,23.5,2.68,0.05,7.61,-0.6,2.08
8865,Dsa,40749,10/1/2003,19.43,5.68,34.5,3.54,0.05,3.4,-0.93,1.59
8866,Dsa,40749,11/1/2003,7.88,-2.2,45.4,2.98,0.05,0.71,-1.12,0.79
8867,Dsa,40749,12/1/2003,0.14,-6.9,58.1,2.42,0.05,0.14,-0.49,0.49
8868,Dsa,40749,1/1/2004,0.35,-8.72,71.4,2.64,0.05,0.62,-0.02,0.47
8869,Dsa,40749,2/1/2004,1.68,-9.01,56.0,4.16,0.05,2.78,0.61,0.5
8870,Dsa,40749,3/1/2004,9.99,-0.81,49.6,4.05,0.05,6.27,0.65,0.9
8871,Dsa,40749,4/1/2004,11.08,0.02,59.5,4.02,0.05,9.49,0.4,0.97
8872,Dsa,40749,5/1/2004,16.14,4.45,43.2,3.54,0.05,12.22,0.79,1.34
8873,Dsa,40749,6/1/2004,24.42,9.25,29.3,3.18,0.05,15.0,0.67,2.11
8874,Dsa,40749,7/1/2004,27.94,11.75,29.5,2.89,0.05,13.95,0.34,2.57
8875,Dsa,40749,8/1/2004,29.84,13.41,20.0,2.94,0.05,11.26,-0.23,2.87
8876,Dsa,40749,9/1/2004,24.98,8.23,22.6,2.57,0.05,7.46,-0.7,2.13
8877,Dsa,40749,10/1/2004,18.94,4.33,30.7,2.62,0.05,3.24,-1.0,1.51
8878,Dsa,40749,11/1/2004,6.61,-2.05,51.0,2.34,0.05,1.01,-1.09,0.75
8879,Dsa,40749,12/1/2004,0.63,-8.47,60.4,2.78,0.05,-0.19,-0.49,0.48
8880,Dsa,40749,1/1/2005,-0.52,-8.85,58.9,2.77,0.05,0.67,-0.16,0.45
8881,Dsa,40749,2/1/2005,-1.48,-11.06,56.6,1.93,0.05,2.81,0.43,0.41
8882,Dsa,40749,3/1/2005,5.99,-3.04,47.2,4.45,0.05,6.29,1.01,0.71
8883,Dsa,40749,4/1/2005,14.65,1.62,44.6,3.51,0.05,9.61,0.68,1.18
8884,Dsa,40749,5/1/2005,18.01,4.48,39.3,2.98,0.05,12.62,0.6,1.45
8885,Dsa,40749,6/1/2005,24.88,8.43,24.5,2.95,0.05,14.75,0.78,2.13
8886,Dsa,40749,7/1/2005,30.54,14.14,24.1,2.79,0.05,13.53,0.32,3.0
8887,Dsa,40749,8/1/2005,29.17,13.22,25.0,2.86,0.05,11.3,-0.39,2.78
8888,Dsa,40749,9/1/2005,24.87,8.53,20.9,2.95,0.05,7.34,-0.76,2.13
8889,Dsa,40749,10/1/2005,17.86,2.69,31.7,2.95,0.05,3.33,-0.94,1.39
8890,Dsa,40749,11/1/2005,8.13,-1.5,53.4,2.12,0.05,0.87,-0.67,0.82
8891,Dsa,40749,12/1/2005,6.41,-4.97,57.3,1.97,0.05,-0.56,-0.66,0.69
8892,Dsa,40749,1/1/2006,-2.49,-9.84,69.7,2.86,0.05,0.89,-0.25,0.4
8893,Dsa,40749,2/1/2006,1.61,-7.34,62.4,4.19,0.05,2.8,0.63,0.52
8894,Dsa,40749,3/1/2006,8.42,-2.61,44.0,4.5,0.05,6.36,0.75,0.8
8895,Dsa,40749,4/1/2006,13.45,2.39,48.6,4.14,0.05,9.1,0.64,1.13
8896,Dsa,40749,5/1/2006,18.66,5.32,36.4,3.54,0.05,12.76,0.8,1.52
8897,Dsa,40749,6/1/2006,27.85,10.91,23.8,3.52,0.05,14.52,0.67,2.53
8898,Dsa,40749,7/1/2006,29.68,13.59,21.6,3.67,0.05,13.73,0.2,2.86
8899,Dsa,40749,8/1/2006,29.91,14.65,19.2,3.43,0.05,10.54,-0.39,2.95
8900,Dsa,40749,9/1/2006,24.47,7.68,23.0,3.46,0.05,7.48,-0.81,2.06
8901,Dsa,40749,10/1/2006,16.39,4.95,43.9,3.88,0.05,3.5,-1.04,1.37
8902,Dsa,40749,11/1/2006,5.3,-2.9,65.2,3.48,0.05,0.97,-1.14,0.69
8903,Dsa,40749,12/1/2006,-1.42,-9.81,72.4,3.07,0.05,0.01,-0.57,0.42
8904,Dsa,40749,1/1/2007,-1.98,-11.85,64.0,2.83,0.05,0.55,0.15,0.39
8905,Dsa,40749,2/1/2007,0.79,-7.84,68.6,3.38,0.05,2.86,0.44,0.49
8906,Dsa,40749,3/1/2007,3.11,-4.36,56.9,4.51,0.05,5.95,0.61,0.6
8907,Dsa,40749,4/1/2007,10.05,0.39,51.1,4.87,0.05,9.01,0.96,0.93
8908,Dsa,40749,5/1/2007,19.26,6.98,43.2,2.76,0.05,11.81,0.87,1.62
8909,Dsa,40749,6/1/2007,25.17,10.13,32.6,3.41,0.05,14.62,0.54,2.22
8910,Dsa,40749,7/1/2007,28.15,13.52,32.0,3.52,0.05,13.95,0.2,2.68
8911,Dsa,40749,8/1/2007,28.09,12.84,23.1,2.97,0.05,10.72,-0.26,2.64
8912,Dsa,40749,9/1/2007,25.37,8.98,20.8,2.7,0.05,7.32,-0.66,2.19
8913,Dsa,40749,10/1/2007,18.1,3.83,36.9,2.46,0.05,3.45,-0.9,1.44
8914,Dsa,40749,11/1/2007,10.65,-2.11,36.3,4.39,0.05,0.12,-1.0,0.9
8915,Dsa,40749,12/1/2007,1.09,-7.74,58.8,2.5,0.05,-0.17,-1.11,0.5
8916,Dsa,40749,1/1/2008,-6.41,-16.78,71.0,1.77,0.05,0.76,-0.17,0.27
8917,Dsa,40749,2/1/2008,-0.79,-10.6,53.3,3.17,0.05,2.79,1.15,0.42
8918,Dsa,40749,3/1/2008,10.32,-0.69,33.6,4.63,0.05,5.97,1.1,0.92
8919,Dsa,40749,4/1/2008,16.79,3.22,32.1,4.82,0.05,9.58,0.49,1.34
8920,Dsa,40749,5/1/2008,19.19,4.34,30.4,4.57,0.05,13.05,0.55,1.53
8921,Dsa,40749,6/1/2008,25.83,9.97,22.1,3.92,0.05,14.2,0.71,2.28
8922,Dsa,40749,7/1/2008,29.79,13.92,23.9,3.4,0.05,13.05,0.27,2.89
8923,Dsa,40749,8/1/2008,29.88,13.72,23.3,3.25,0.05,10.59,-0.35,2.89
8924,Dsa,40749,9/1/2008,24.2,9.57,26.6,4.15,0.05,7.11,-0.78,2.11
8925,Dsa,40749,10/1/2008,16.45,4.81,37.2,3.58,0.05,3.38,-1.02,1.37
8926,Dsa,40749,11/1/2008,6.19,-1.66,65.0,2.43,0.05,1.13,-0.84,0.74
8927,Dsa,40749,12/1/2008,3.53,-6.36,55.0,2.85,0.05,-0.59,-0.53,0.58
8928,Dsa,40749,1/1/2009,-0.21,-10.34,60.3,2.54,0.05,0.4,-0.0,0.44
8929,Dsa,40749,2/1/2009,2.91,-5.79,61.6,3.61,0.05,2.81,0.5,0.57
8930,Dsa,40749,3/1/2009,6.41,-2.7,39.2,4.9,0.05,5.88,0.44,0.73
8931,Dsa,40749,4/1/2009,9.93,-0.17,50.7,4.95,0.05,9.15,0.71,0.91
8932,Dsa,40749,5/1/2009,18.79,5.2,39.4,4.14,0.05,12.45,0.77,1.53
8933,Dsa,40749,6/1/2009,23.22,8.41,31.3,2.99,0.05,13.1,0.67,1.98
8934,Dsa,40749,7/1/2009,29.48,13.61,19.5,3.35,0.05,13.07,0.3,2.84
8935,Dsa,40749,8/1/2009,28.12,12.0,20.1,3.89,0.05,11.17,-0.48,2.61
8936,Dsa,40749,9/1/2009,21.86,7.51,28.3,3.16,0.05,7.35,-0.66,1.83
8937,Dsa,40749,10/1/2009,17.87,3.28,37.2,2.24,0.05,3.48,-0.84,1.41
8938,Dsa,40749,11/1/2009,7.53,-2.21,59.8,2.7,0.05,0.95,-0.77,0.78
8939,Dsa,40749,12/1/2009,3.75,-4.48,75.2,2.63,0.05,0.22,-0.15,0.62
8940,Dsa,40749,1/1/2010,4.75,-3.84,47.7,3.79,0.05,0.33,0.04,0.66
8941,Dsa,40749,2/1/2010,5.11,-4.64,59.0,3.28,0.05,2.71,0.35,0.66
8942,Dsa,40749,3/1/2010,10.22,0.73,46.4,5.22,0.05,5.74,0.53,0.95
8943,Dsa,40749,4/1/2010,13.28,2.32,48.8,4.26,0.05,9.49,0.44,1.12
8944,Dsa,40749,5/1/2010,18.18,5.27,39.3,3.58,0.05,12.05,0.75,1.49
8945,Dsa,40749,6/1/2010,27.12,9.92,24.4,3.13,0.05,14.31,0.73,2.41
8946,Dsa,40749,7/1/2010,31.19,13.08,22.3,3.33,0.05,14.01,0.14,3.02
8947,Dsa,40749,8/1/2010,28.86,12.31,27.7,2.46,0.05,11.19,-0.28,2.7
8948,Dsa,40749,9/1/2010,26.32,10.06,27.1,2.66,0.05,7.58,-0.55,2.33
8949,Dsa,40749,10/1/2010,19.84,5.61,32.8,3.67,0.05,3.34,-0.88,1.61
8950,Dsa,40749,11/1/2010,12.73,-1.39,43.8,2.29,0.05,0.24,-0.84,1.01
8951,Dsa,40749,12/1/2010,7.33,-5.86,47.9,1.84,0.05,-0.74,-0.78,0.71
8952,Dsa,40749,1/1/2011,-0.6,-10.44,70.6,1.78,0.05,0.84,-0.27,0.43
8953,Dsa,40749,2/1/2011,1.59,-7.76,61.5,4.75,0.05,2.81,0.48,0.51
8954,Dsa,40749,3/1/2011,7.05,-4.44,52.9,3.39,0.05,6.23,0.73,0.72
8955,Dsa,40749,4/1/2011,12.88,1.84,41.7,4.68,0.05,8.93,0.73,1.09
8956,Dsa,40749,5/1/2011,18.26,5.09,39.1,3.49,0.05,12.53,0.76,1.49
8957,Dsa,40749,6/1/2011,26.44,9.94,26.9,3.36,0.05,14.23,0.74,2.34
8958,Dsa,40749,7/1/2011,31.21,13.17,24.0,2.63,0.05,13.42,0.21,3.03
8959,Dsa,40749,8/1/2011,29.43,12.93,24.5,3.33,0.05,11.35,-0.38,2.8
8960,Dsa,40749,9/1/2011,24.74,8.8,23.4,3.0,0.05,7.36,-0.83,2.13
8961,Dsa,40749,10/1/2011,15.76,2.87,31.1,3.82,0.05,3.24,-1.2,1.27
8962,Dsa,40749,11/1/2011,4.05,-4.72,62.7,2.59,0.05,1.12,-0.73,0.62
8963,Dsa,40749,12/1/2011,5.04,-7.34,49.9,2.26,0.05,-0.72,-0.3,0.61
8964,Dsa,40749,1/1/2012,1.32,-10.58,50.3,2.75,0.05,0.24,-0.31,0.47
8965,Dsa,40749,2/1/2012,0.51,-11.8,62.3,3.46,0.05,2.91,0.14,0.44
8966,Dsa,40749,3/1/2012,2.54,-7.71,43.6,5.26,0.05,6.37,0.96,0.54
8967,Dsa,40749,4/1/2012,13.66,2.33,51.8,3.51,0.05,9.71,1.06,1.14
8968,Dsa,40749,5/1/2012,19.24,5.88,32.6,4.17,0.05,12.23,0.63,1.58
8969,Dsa,40749,6/1/2012,25.47,8.44,27.4,3.64,0.05,13.95,0.55,2.18
8970,Dsa,40749,7/1/2012,28.57,12.17,27.2,3.47,0.05,13.44,0.37,2.66
8971,Dsa,40749,8/1/2012,30.76,13.79,23.5,3.38,0.05,11.22,-0.25,3.01
8972,Dsa,40749,9/1/2012,25.29,8.41,23.6,3.45,0.05,7.46,-0.8,2.16
8973,Dsa,40749,10/1/2012,17.59,4.12,44.5,2.84,0.05,3.63,-0.85,1.42
8974,Dsa,40749,11/1/2012,8.85,0.64,65.7,2.81,0.05,1.23,-0.77,0.89
8975,Dsa,40749,12/1/2012,4.2,-4.6,66.8,2.9,0.05,-0.01,-0.49,0.63
8976,Dsa,40749,1/1/2013,2.24,-6.79,60.6,4.09,0.05,0.37,0.13,0.54
8977,Dsa,40749,2/1/2013,6.62,-3.34,48.0,3.31,0.05,2.59,0.46,0.73
8978,Dsa,40749,3/1/2013,10.26,-1.8,43.6,4.64,0.05,6.17,0.41,0.89
8979,Dsa,40749,4/1/2013,14.29,0.77,44.3,3.36,0.05,10.02,0.49,1.14
8980,Dsa,40749,5/1/2013,17.85,4.57,43.9,3.39,0.05,11.94,0.71,1.45
8981,Dsa,40749,6/1/2013,26.05,9.22,29.4,2.96,0.05,14.62,0.73,2.27
8982,Dsa,40749,7/1/2013,31.62,11.79,29.4,2.84,0.05,14.76,0.21,3.02
8983,Dsa,40749,8/1/2013,29.85,11.37,26.1,3.02,0.05,11.58,-0.37,2.78
8984,Dsa,40749,9/1/2013,25.71,7.19,23.3,3.42,0.05,7.63,-0.82,2.16
8985,Dsa,40749,10/1/2013,16.73,1.17,34.5,3.16,0.05,3.5,-0.84,1.28
8986,Dsa,40749,11/1/2013,8.51,0.37,60.8,3.37,0.05,1.2,-0.92,0.87
8987,Dsa,40749,12/1/2013,1.04,-9.37,58.9,2.74,0.05,-0.32,-0.55,0.48
8988,Dsa,40749,1/1/2014,1.22,-8.06,70.8,3.3,0.05,0.87,0.01,0.5
8989,Dsa,40749,2/1/2014,1.59,-9.54,63.5,3.15,0.05,2.94,0.49,0.49
8990,Dsa,40749,3/1/2014,8.49,-1.45,56.8,4.36,0.05,6.38,0.87,0.83
8991,Dsa,40749,4/1/2014,14.67,2.22,47.2,4.25,0.05,9.7,0.66,1.19
8992,Dsa,40749,5/1/2014,20.37,5.57,44.0,3.18,0.05,12.77,0.67,1.65
8993,Dsa,40749,6/1/2014,26.59,9.47,25.8,3.67,0.05,14.28,0.67,2.33
8994,Dsa,40749,7/1/2014,31.25,13.9,24.1,3.32,0.05,13.5,0.29,3.07
8995,Dsa,40749,8/1/2014,30.93,13.51,28.3,3.19,0.05,11.39,-0.35,3.01
8996,Dsa,40749,9/1/2014,25.89,9.39,27.8,3.16,0.05,7.81,-0.86,2.26
8997,Dsa,40749,10/1/2014,15.73,4.01,44.8,2.79,0.05,3.64,-1.13,1.3
8998,Dsa,40749,11/1/2014,6.04,-2.91,62.2,2.38,0.05,1.03,-0.7,0.72
8999,Dsa,40749,12/1/2014,4.08,-4.45,58.8,2.81,0.05,-0.07,-0.16,0.63
9000,Dsa,40749,1/1/2015,3.55,-5.08,54.0,3.87,0.05,0.25,-0.02,0.6
9001,Dsa,40749,2/1/2015,4.6,-5.5,61.0,3.1,0.05,2.81,0.26,0.63
9002,Dsa,40749,3/1/2015,8.21,-2.27,52.8,3.73,0.05,6.25,0.6,0.8
9003,Dsa,40749,4/1/2015,15.1,1.12,38.8,4.83,0.05,10.5,0.74,1.19
9004,Dsa,40749,5/1/2015,21.0,5.95,40.5,4.64,0.05,12.82,0.77,1.71
9005,Dsa,40749,6/1/2015,28.29,10.07,25.5,3.58,0.05,14.66,0.67,2.54
9006,Dsa,40749,7/1/2015,31.25,14.78,28.1,3.2,0.05,12.84,0.18,3.12
9007,Dsa,40749,8/1/2015,30.65,12.9,22.0,3.12,0.05,11.17,-0.44,2.95
9008,Dsa,40749,9/1/2015,24.72,8.72,34.9,2.77,0.05,7.62,-0.7,2.12
9009,Dsa,40749,10/1/2015,17.44,5.97,44.1,3.72,0.05,3.51,-0.94,1.46
9010,Dsa,40749,11/1/2015,8.1,-1.4,52.3,3.08,0.05,0.9,-1.24,0.82
9011,Dsa,40749,12/1/2015,-1.27,-10.78,71.0,3.01,0.05,0.04,-0.51,0.41
9012,Dsa,40749,1/1/2016,0.03,-7.86,65.0,4.24,0.05,0.5,0.38,0.48
9013,Dsa,40749,2/1/2016,3.99,-5.06,54.4,3.23,0.05,2.71,0.52,0.62
9014,Dsa,40749,3/1/2016,8.41,-1.45,46.4,3.8,0.05,6.13,0.57,0.83
9015,Dsa,40749,4/1/2016,13.51,1.71,51.9,3.38,0.05,9.54,0.62,1.12
9016,Dsa,40749,5/1/2016,19.58,5.12,39.3,3.48,0.05,12.77,0.66,1.58
9017,Dsa,40749,6/1/2016,25.24,8.88,23.4,3.3,0.05,13.54,0.66,2.18
9018,Dsa,40749,7/1/2016,30.62,13.04,21.6,2.85,0.05,13.63,0.36,2.95
9019,Dsa,40749,8/1/2016,30.66,13.79,22.0,2.56,0.05,10.87,-0.38,2.99
9020,Dsa,40749,9/1/2016,24.63,8.23,20.5,3.42,0.05,7.36,-0.78,2.1
9021,Dsa,40749,10/1/2016,18.2,3.92,31.2,2.8,0.05,3.27,-0.9,1.45
9022,Dsa,40749,11/1/2016,9.93,-2.83,42.5,3.09,0.05,0.34,-0.94,0.86
9023,Dsa,40749,12/1/2016,2.53,-7.25,59.7,2.97,0.05,-0.36,-0.18,0.54
9024,Dsa,40750,1/1/2001,6.58,-4.64,55.6,1.24,0.06,0.39,0.42,0.7
9025,Dsa,40750,2/1/2001,8.82,-1.62,41.9,1.66,0.06,2.52,0.59,0.84
9026,Dsa,40750,3/1/2001,16.84,2.05,34.5,1.64,0.06,5.92,0.65,1.31
9027,Dsa,40750,4/1/2001,20.89,4.91,21.8,1.77,0.06,8.94,0.44,1.67
9028,Dsa,40750,5/1/2001,25.08,6.3,20.1,1.83,0.06,12.1,0.61,2.07
9029,Dsa,40750,6/1/2001,32.24,10.95,18.1,1.7,0.06,14.41,0.72,3.07
9030,Dsa,40750,7/1/2001,35.84,16.11,18.3,1.71,0.06,13.18,0.27,3.86
9031,Dsa,40750,8/1/2001,36.38,14.47,19.7,1.77,0.06,11.21,-0.35,3.86
9032,Dsa,40750,9/1/2001,31.28,10.56,23.4,1.7,0.06,7.39,-0.71,2.92
9033,Dsa,40750,10/1/2001,23.67,6.97,24.6,1.87,0.06,2.99,-0.91,1.96
9034,Dsa,40750,11/1/2001,15.11,0.77,32.4,1.32,0.06,0.51,-0.68,1.18
9035,Dsa,40750,12/1/2001,10.08,1.0,63.1,1.61,0.06,0.36,-0.59,0.95
9036,Dsa,40750,1/1/2002,4.14,-5.24,57.3,1.39,0.06,0.76,-0.22,0.62
9037,Dsa,40750,2/1/2002,8.05,-3.35,46.1,1.51,0.06,2.6,0.63,0.78
9038,Dsa,40750,3/1/2002,15.14,1.8,29.8,1.71,0.06,5.62,0.65,1.21
9039,Dsa,40750,4/1/2002,16.55,6.67,33.8,2.15,0.06,7.9,0.51,1.43
9040,Dsa,40750,5/1/2002,24.54,6.83,20.2,1.66,0.06,12.54,0.67,2.04
9041,Dsa,40750,6/1/2002,30.9,11.48,17.6,1.87,0.06,13.89,0.67,2.91
9042,Dsa,40750,7/1/2002,34.58,15.81,18.5,1.38,0.06,13.26,0.17,3.65
9043,Dsa,40750,8/1/2002,34.37,12.75,17.9,1.54,0.06,11.1,-0.34,3.45
9044,Dsa,40750,9/1/2002,31.81,8.97,18.0,1.23,0.06,7.06,-0.49,2.93
9045,Dsa,40750,10/1/2002,25.84,7.24,23.0,1.18,0.06,2.92,-0.81,2.17
9046,Dsa,40750,11/1/2002,15.49,2.11,39.1,1.06,0.06,0.58,-1.13,1.24
9047,Dsa,40750,12/1/2002,5.03,-4.27,57.6,1.37,0.06,0.5,-0.53,0.66
9048,Dsa,40750,1/1/2003,6.23,-3.71,54.9,1.04,0.06,0.49,0.14,0.71
9049,Dsa,40750,2/1/2003,6.31,-1.44,50.8,1.62,0.06,2.62,0.32,0.75
9050,Dsa,40750,3/1/2003,11.04,0.69,39.8,1.7,0.06,5.52,0.71,0.98
9051,Dsa,40750,4/1/2003,18.99,6.23,34.6,1.76,0.06,8.26,0.75,1.57
9052,Dsa,40750,5/1/2003,25.17,7.9,24.2,1.51,0.06,12.07,0.58,2.13
9053,Dsa,40750,6/1/2003,30.72,11.21,18.0,1.29,0.06,13.96,0.54,2.88
9054,Dsa,40750,7/1/2003,34.34,14.06,17.5,1.12,0.06,13.38,0.31,3.51
9055,Dsa,40750,8/1/2003,36.02,14.64,19.6,1.2,0.06,11.24,-0.32,3.81
9056,Dsa,40750,9/1/2003,30.42,8.91,20.7,1.36,0.06,7.34,-0.63,2.74
9057,Dsa,40750,10/1/2003,25.42,7.17,22.6,1.62,0.06,2.89,-0.82,2.13
9058,Dsa,40750,11/1/2003,14.43,1.57,31.9,0.8,0.06,0.54,-0.91,1.16
9059,Dsa,40750,12/1/2003,7.63,-0.94,51.8,1.01,0.06,-0.02,-0.34,0.81
9060,Dsa,40750,1/1/2004,6.87,-0.71,64.4,0.92,0.06,0.89,-0.0,0.79
9061,Dsa,40750,2/1/2004,8.26,-1.63,37.7,1.44,0.06,2.46,0.47,0.82
9062,Dsa,40750,3/1/2004,16.96,2.58,39.9,1.85,0.06,5.94,0.53,1.33
9063,Dsa,40750,4/1/2004,17.86,3.92,37.0,1.96,0.06,8.97,0.33,1.43
9064,Dsa,40750,5/1/2004,21.74,7.28,21.1,1.38,0.06,11.37,0.67,1.81
9065,Dsa,40750,6/1/2004,30.88,10.04,17.5,1.3,0.06,14.16,0.67,2.85
9066,Dsa,40750,7/1/2004,34.1,13.98,22.1,1.29,0.06,13.56,0.22,3.47
9067,Dsa,40750,8/1/2004,34.6,12.65,22.9,1.1,0.06,11.58,-0.25,3.48
9068,Dsa,40750,9/1/2004,31.66,9.33,22.5,1.25,0.06,7.47,-0.55,2.92
9069,Dsa,40750,10/1/2004,25.52,6.09,34.0,1.27,0.06,3.49,-0.89,2.1
9070,Dsa,40750,11/1/2004,12.8,2.75,48.2,1.38,0.06,1.13,-0.96,1.11
9071,Dsa,40750,12/1/2004,7.17,-3.08,69.8,1.03,0.06,0.2,-0.5,0.75
9072,Dsa,40750,1/1/2005,5.79,-4.53,68.8,0.9,0.06,0.88,-0.19,0.68
9073,Dsa,40750,2/1/2005,4.79,-6.25,68.0,1.05,0.06,2.9,0.47,0.62
9074,Dsa,40750,3/1/2005,13.14,1.55,52.0,1.81,0.06,6.09,0.99,1.1
9075,Dsa,40750,4/1/2005,20.83,5.93,35.1,1.78,0.06,9.48,0.62,1.7
9076,Dsa,40750,5/1/2005,24.41,7.87,35.9,1.5,0.06,12.56,0.52,2.06
9077,Dsa,40750,6/1/2005,31.12,10.45,30.1,1.48,0.06,14.81,0.66,2.9
9078,Dsa,40750,7/1/2005,36.21,15.04,24.3,1.54,0.06,13.72,0.28,3.86
9079,Dsa,40750,8/1/2005,35.2,14.48,27.8,1.46,0.06,11.68,-0.42,3.67
9080,Dsa,40750,9/1/2005,30.65,8.7,29.1,1.2,0.06,7.89,-0.75,2.77
9081,Dsa,40750,10/1/2005,24.15,4.23,30.4,1.31,0.06,3.33,-0.79,1.92
9082,Dsa,40750,11/1/2005,15.59,1.26,50.3,0.82,0.06,0.84,-0.62,1.22
9083,Dsa,40750,12/1/2005,13.08,-2.33,49.4,0.98,0.06,-0.55,-0.6,1.01
9084,Dsa,40750,1/1/2006,4.42,-4.75,67.4,0.75,0.06,1.0,-0.07,0.63
9085,Dsa,40750,2/1/2006,9.21,-0.51,55.8,1.82,0.06,2.69,0.63,0.88
9086,Dsa,40750,3/1/2006,15.68,1.88,44.5,1.85,0.06,6.11,0.57,1.24
9087,Dsa,40750,4/1/2006,19.19,5.89,37.1,1.41,0.06,8.64,0.57,1.58
9088,Dsa,40750,5/1/2006,25.49,8.32,22.9,1.3,0.06,12.19,0.66,2.18
9089,Dsa,40750,6/1/2006,33.61,10.46,17.0,1.7,0.06,14.14,0.55,3.24
9090,Dsa,40750,7/1/2006,34.94,14.47,18.4,1.87,0.06,13.49,0.3,3.63
9091,Dsa,40750,8/1/2006,36.83,15.93,14.0,1.76,0.06,10.23,-0.33,4.01
9092,Dsa,40750,9/1/2006,30.95,9.12,18.8,1.74,0.06,7.13,-0.75,2.82
9093,Dsa,40750,10/1/2006,22.89,8.57,28.3,2.31,0.06,3.09,-0.93,1.95
9094,Dsa,40750,11/1/2006,12.99,0.55,47.6,1.28,0.06,0.73,-1.04,1.07
9095,Dsa,40750,12/1/2006,6.74,-4.97,64.1,1.53,0.06,-0.01,-0.75,0.7
9096,Dsa,40750,1/1/2007,2.62,-10.48,55.3,1.14,0.06,0.66,0.15,0.51
9097,Dsa,40750,2/1/2007,7.69,-1.72,62.1,1.34,0.06,2.77,0.73,0.79
9098,Dsa,40750,3/1/2007,12.02,0.92,53.7,2.0,0.06,5.93,0.54,1.03
9099,Dsa,40750,4/1/2007,15.83,5.51,39.1,3.08,0.06,8.38,0.81,1.35
9100,Dsa,40750,5/1/2007,26.35,9.69,29.2,1.13,0.06,11.53,0.81,2.32
